"ItemNumber","Supplier","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status"
"108363-20_C","393400","2025-12","0","780000","-780000","0","MRP_Missing"
"108363-20_C","393400","2026-02","0","480000","-480000","0","MRP_Missing"
"108363-20_C","393400","2026-03","0","300000","-300000","0","MRP_Missing"
"108363-20_D","300179","2026-04","0","1","-1","0","MRP_Missing"
"108363-20_M","393400","2025-12","0","3000000","-3000000","0","MRP_Missing"
"108363-20_M","393400","2026-02","0","1900000","-1900000","0","MRP_Missing"
"108363-20_M","393400","2026-03","0","4500000","-4500000","0","MRP_Missing"
"108363-20_M","393400","2026-05","0","2022400","-2022400","0","MRP_Missing"
"108363-20_M","393400","2026-06","0","1491000","-1491000","0","MRP_Missing"
"108363-20_M","393400","2026-07","0","2326000","-2326000","0","MRP_Missing"
"108363-20_M","393400","2026-08","0","1926600","-1926600","0","MRP_Missing"
"108363-20_M","393400","2026-09","0","2289000","-2289000","0","MRP_Missing"
"108363-20_M","393400","2026-10","0","997400","-997400","0","MRP_Missing"
"108363-20_M","393400","2026-11","0","600","-600","0","MRP_Missing"
"108363-20_N","393400","2025-12","0","1500000","-1500000","0","MRP_Missing"
"108363-20_N","393400","2026-02","0","100000","-100000","0","MRP_Missing"
"108363-20_N","393400","2026-03","0","1500000","-1500000","0","MRP_Missing"
"108363-20_N","393400","2026-04","1150859","0","1150859",,"MRP_Extra"
"108363-20_O","300179","2025-12","0","70000","-70000","0","MRP_Missing"
"108363-20_O","300179","2026-01","0","70000","-70000","0","MRP_Missing"
"108363-20_O","300179","2026-02","0","70000","-70000","0","MRP_Missing"
"108363-20_O","300179","2026-03","0","70000","-70000","0","MRP_Missing"
"108363-20_TR","300179","2026-03","384000","360000","24000","1.067","Covered_or_Over"
"108363-20_TR","300179","2026-04","360000","408000","-48000","0.882","Short"
"108363-20_TR","300179","2026-05","576000","528000","48000","1.091","Covered_or_Over"
"108363-20_TR","300179","2026-06","120000","312000","-192000","0.385","Short"
"108363-20_TR","300179","2026-07","0","288000","-288000","0","MRP_Missing"
"108363-20_TR","300179","2026-08","0","648000","-648000","0","MRP_Missing"
"108363-20_TR","300179","2026-09","0","528000","-528000","0","MRP_Missing"
"108363-20_TR","300179","2026-10","0","408000","-408000","0","MRP_Missing"
"108363-20_TR","300179","2026-11","0","48000","-48000","0","MRP_Missing"
"108363-20_TS","300179","2026-02","0","1000000","-1000000","0","MRP_Missing"
"108363-20_TS","300179","2026-03","579687","1000000","-420313","0.58","Short"
"108363-20_TS","300179","2026-04","724101","1000000","-275899","0.724","Short"
"108363-20_TS","300179","2026-05","689927","0","689927",,"MRP_Extra"
"108363-20_TS","300179","2026-06","218243","1000000","-781757","0.218","Short"
"108363-20_TS","300179","2026-08","0","1000000","-1000000","0","MRP_Missing"
"108363-20_TS","300179","2026-09","0","1000000","-1000000","0","MRP_Missing"
"108363-20_TS","300179","2026-10","0","1000000","-1000000","0","MRP_Missing"
"108363-20_TS","300179","2026-11","0","1000000","-1000000","0","MRP_Missing"
"108363-20_WR","393440","2026-02","264958","0","264958",,"MRP_Extra"
"108363-20_WR","393440","2026-03","1218674","1200000","18674","1.016","Covered_or_Over"
"108363-20_WR","393440","2026-04","1038019","1200000","-161981","0.865","Short"
"108363-20_WR","393440","2026-05","1087405","1200000","-112595","0.906","Short"
"108363-20_WR","393440","2026-06","334598","2400000","-2065402","0.139","Short"
"108363-20_WR","393440","2026-08","0","1200000","-1200000","0","MRP_Missing"
"108363-20_WR","393440","2026-09","0","1200000","-1200000","0","MRP_Missing"
"108363-20_WR","393440","2026-10","0","1200000","-1200000","0","MRP_Missing"
"108363-2C_D","300179","2026-04","0","25","-25","0","MRP_Missing"
"108363-4C_D","300179","2026-04","0","2","-2","0","MRP_Missing"
"108363-4S_D","300179","2026-04","0","3","-3","0","MRP_Missing"
"108363-5C_D","300179","2026-04","0","4","-4","0","MRP_Missing"
"108363-6C_D","300179","2026-04","0","5","-5","0","MRP_Missing"
"108363-7A_D","300179","2026-04","0","27","-27","0","MRP_Missing"
"108363-7C_D","300179","2026-04","0","6","-6","0","MRP_Missing"
"108363-7C_M","393400","2025-12","0","100000","-100000","0","MRP_Missing"
"108363-A01_M","393400","2026-09","0","13000","-13000","0","MRP_Missing"
"108363-A01_M","393400","2026-10","0","8500","-8500","0","MRP_Missing"
"108363-A02_M","393400","2026-08","0","1000","-1000","0","MRP_Missing"
"108363-A02_M","393400","2026-09","0","116000","-116000","0","MRP_Missing"
"108363-A02_M","393400","2026-10","0","43000","-43000","0","MRP_Missing"
"108363-A36_D","300179","2026-04","0","28","-28","0","MRP_Missing"
"108363-A37_D","300179","2026-04","0","29","-29","0","MRP_Missing"
"108363-AH_D","300179","2026-04","0","7","-7","0","MRP_Missing"
"108363-GM_M","393400","2026-04","0","320700","-320700","0","MRP_Missing"
"108363-GM_M","393400","2026-05","0","438300","-438300","0","MRP_Missing"
"108363-GM_M","393400","2026-06","0","93700","-93700","0","MRP_Missing"
"108363-GM_M","393400","2026-07","0","612000","-612000","0","MRP_Missing"
"108363-GM_M","393400","2026-09","0","778400","-778400","0","MRP_Missing"
"108363-GM_M","393400","2026-10","0","192500","-192500","0","MRP_Missing"
"108363-IS_D","300179","2026-04","0","8","-8","0","MRP_Missing"
"108363-IY_D","300179","2026-04","0","9","-9","0","MRP_Missing"
"108363-JE_D","300179","2026-04","0","10","-10","0","MRP_Missing"
"108363-OW_M","393400","2026-02","0","20000","-20000","0","MRP_Missing"
"108363-OW_M","393400","2026-03","0","400000","-400000","0","MRP_Missing"
"108363-OW_M","393400","2026-05","0","238000","-238000","0","MRP_Missing"
"108363-OW_M","393400","2026-06","0","166000","-166000","0","MRP_Missing"
"108363-OW_M","393400","2026-07","0","255000","-255000","0","MRP_Missing"
"108363-OW_M","393400","2026-08","0","235400","-235400","0","MRP_Missing"
"108363-OW_M","393400","2026-09","0","223000","-223000","0","MRP_Missing"
"108363-OW_M","393400","2026-10","0","81000","-81000","0","MRP_Missing"
"108363-P2_N","393400","2025-12","0","100000","-100000","0","MRP_Missing"
"108363-Y5_D","300179","2026-04","0","11","-11","0","MRP_Missing"
"108871-N_N","407418","2026-03","0","10000","-10000","0","MRP_Missing"
"109348-025_C","401580","2026-03","0","53000","-53000","0","MRP_Missing"
"109348-027_C","401580","2026-03","0","53000","-53000","0","MRP_Missing"
"109348-20_RS","393400","2026-01","0","30000","-30000","0","MRP_Missing"
"109348-L4_RS","393400","2025-12","11142","0","11142",,"MRP_Extra"
"109348-L4_RS","393400","2026-01","0","30000","-30000","0","MRP_Missing"
"109348-VC_RS","393400","2025-12","70000","0","70000",,"MRP_Extra"
"109348-ZA_RS","393400","2025-12","10386","0","10386",,"MRP_Extra"
"109348-ZA_RS","393400","2026-01","0","30000","-30000","0","MRP_Missing"
"112283-N_L","320907","2025-12","0","5000","-5000","0","MRP_Missing"
"112283-N_L","320907","2026-02","0","5000","-5000","0","MRP_Missing"
"112283-N_L","320907","2026-03","0","10000","-10000","0","MRP_Missing"
"1147174-N_V","320907","2025-12","0","9000","-9000","0","MRP_Missing"
"1147174-N_V","320907","2026-01","0","13500","-13500","0","MRP_Missing"
"1147174-N_V","320907","2026-02","0","18000","-18000","0","MRP_Missing"
"1147174-N_V","320907","2026-03","0","18000","-18000","0","MRP_Missing"
"1147174-N_V","320907","2026-04","0","13500","-13500","0","MRP_Missing"
"1147174-N_V","320907","2026-05","0","9000","-9000","0","MRP_Missing"
"1147174-N_V","320907","2026-06","0","9000","-9000","0","MRP_Missing"
"1147174-N_V","320907","2026-07","0","4500","-4500","0","MRP_Missing"
"1147174-N_V","320907","2026-08","0","9000","-9000","0","MRP_Missing"
"1147174-N_V","320907","2026-09","0","9000","-9000","0","MRP_Missing"
"1147174-N_V","320907","2026-10","0","4500","-4500","0","MRP_Missing"
"1147174-N_V","320907","2026-11","0","4500","-4500","0","MRP_Missing"
"1147183-N_RH","403626","2025-10","0","100","-100","0","MRP_Missing"
"1208027-N_O","369391","2025-10","0","300000","-300000","0","MRP_Missing"
"1228002-N_N","331567","2025-12","0","12000","-12000","0","MRP_Missing"
"1246931","411665","2026-03","5200","0","5200",,"MRP_Extra"
"1246931","411665","2026-04","2600","0","2600",,"MRP_Extra"
"1259544-200020_NC","321000","2025-12","0","500","-500","0","MRP_Missing"
"1307649-N_N","306180","2025-12","0","3600","-3600","0","MRP_Missing"
"133119-20_D","300179","2026-04","0","12","-12","0","MRP_Missing"
"133119-20_N","393400","2025-12","0","70000","-70000","0","MRP_Missing"
"133119-20_TS","300179","2025-12","0","80000","-80000","0","MRP_Missing"
"133119-20_TS","300179","2026-02","5740","0","5740",,"MRP_Extra"
"133119-20_TS","300179","2026-03","16486","0","16486",,"MRP_Extra"
"133119-20_TS","300179","2026-04","14008","80000","-65992","0.175","Short"
"133119-20_TS","300179","2026-05","13295","0","13295",,"MRP_Extra"
"133119-20_TS","300179","2026-06","4025","0","4025",,"MRP_Extra"
"133119-20_TS","300179","2026-09","0","80000","-80000","0","MRP_Missing"
"133119-2C_D","300179","2026-04","0","26","-26","0","MRP_Missing"
"133119-2G_P","300179","2026-06","0","24000","-24000","0","MRP_Missing"
"133119-2G_P","300179","2026-07","0","24000","-24000","0","MRP_Missing"
"133119-2G_P","300179","2026-08","0","24000","-24000","0","MRP_Missing"
"133119-39_TR","300179","2026-07","0","10000","-10000","0","MRP_Missing"
"133119-39_TR","300179","2026-08","0","30000","-30000","0","MRP_Missing"
"133119-39_TR","300179","2026-09","0","20000","-20000","0","MRP_Missing"
"133119-39_TR","300179","2026-10","0","10000","-10000","0","MRP_Missing"
"133119-3G_P","300179","2026-06","0","24000","-24000","0","MRP_Missing"
"133119-4C_D","300179","2026-04","0","13","-13","0","MRP_Missing"
"133119-4S_D","300179","2026-04","0","14","-14","0","MRP_Missing"
"133119-5C_D","300179","2026-04","0","15","-15","0","MRP_Missing"
"133119-6C_D","300179","2026-04","0","16","-16","0","MRP_Missing"
"133119-7A_D","300179","2026-04","0","30","-30","0","MRP_Missing"
"133119-7C_D","300179","2026-04","0","17","-17","0","MRP_Missing"
"133119-90_TR","300179","2026-08","0","12000","-12000","0","MRP_Missing"
"133119-90_TR","300179","2026-09","0","12000","-12000","0","MRP_Missing"
"133119-90_TS","300179","2025-12","0","20000","-20000","0","MRP_Missing"
"133119-90_TS","300179","2026-01","11344","0","11344",,"MRP_Extra"
"133119-90_TS","300179","2026-02","10636","20000","-9364","0.532","Short"
"133119-90_TS","300179","2026-03","15857","20000","-4143","0.793","Short"
"133119-90_TS","300179","2026-04","11609","0","11609",,"MRP_Extra"
"133119-90_TS","300179","2026-05","11041","20000","-8959","0.552","Short"
"133119-90_TS","300179","2026-06","3891","0","3891",,"MRP_Extra"
"133119-90_TS","300179","2026-07","0","20000","-20000","0","MRP_Missing"
"133119-90_TS","300179","2026-08","0","20000","-20000","0","MRP_Missing"
"133119-90_TS","300179","2026-10","0","20000","-20000","0","MRP_Missing"
"133119-A03_M","393400","2025-12","0","64000","-64000","0","MRP_Missing"
"133119-A03_M","393400","2026-03","0","100000","-100000","0","MRP_Missing"
"133119-A03_M","393400","2026-06","0","4600","-4600","0","MRP_Missing"
"133119-A03_M","393400","2026-07","0","20400","-20400","0","MRP_Missing"
"133119-A03_M","393400","2026-08","0","16000","-16000","0","MRP_Missing"
"133119-A03_M","393400","2026-09","0","20000","-20000","0","MRP_Missing"
"133119-A03_M","393400","2026-10","0","8600","-8600","0","MRP_Missing"
"133119-A04_D","300179","2026-04","0","31","-31","0","MRP_Missing"
"133119-A36_D","300179","2026-04","0","32","-32","0","MRP_Missing"
"133119-A37_D","300179","2026-04","0","33","-33","0","MRP_Missing"
"133119-A68_TS","300179","2025-12","6384","6585","-201","0.969","Short"
"133119-A68_TS","300179","2026-01","71983","71965","18","1","Covered_or_Over"
"133119-A68_TS","300179","2026-02","72139","72139","0","1","Covered_or_Over"
"133119-A68_TS","300179","2026-03","85666","85666","0","1","Covered_or_Over"
"133119-A68_TS","300179","2026-04","72990","72990","0","1","Covered_or_Over"
"133119-A68_TS","300179","2026-05","69108","69108","0","1","Covered_or_Over"
"133119-A68_TS","300179","2026-06","21847","66335","-44488","0.329","Short"
"133119-A68_TS","300179","2026-07","0","55302","-55302","0","MRP_Missing"
"133119-A68_TS","300179","2026-08","0","96465","-96465","0","MRP_Missing"
"133119-A68_TS","300179","2026-09","0","104380","-104380","0","MRP_Missing"
"133119-A68_TS","300179","2026-10","0","92898","-92898","0","MRP_Missing"
"133119-A68_TS","300179","2026-11","0","46192","-46192","0","MRP_Missing"
"133119-AH_D","300179","2026-04","0","18","-18","0","MRP_Missing"
"133119-FK_TS","300179","2026-11","0","55","-55","0","MRP_Missing"
"133119-FU_N","393400","2025-12","0","90000","-90000","0","MRP_Missing"
"133119-FU_N","393400","2026-02","0","60000","-60000","0","MRP_Missing"
"133119-FU_N","393400","2026-03","0","60000","-60000","0","MRP_Missing"
"133119-FU_N","393400","2026-04","40726","0","40726",,"MRP_Extra"
"133119-GM_M","393400","2025-12","0","192000","-192000","0","MRP_Missing"
"133119-GM_M","393400","2026-02","0","192000","-192000","0","MRP_Missing"
"133119-GM_M","393400","2026-03","0","192000","-192000","0","MRP_Missing"
"133119-GM_M","393400","2026-05","0","174000","-174000","0","MRP_Missing"
"133119-GM_M","393400","2026-06","0","128000","-128000","0","MRP_Missing"
"133119-GM_M","393400","2026-07","0","196000","-196000","0","MRP_Missing"
"133119-GM_M","393400","2026-08","0","162000","-162000","0","MRP_Missing"
"133119-GM_M","393400","2026-09","0","190000","-190000","0","MRP_Missing"
"133119-GM_M","393400","2026-10","0","80600","-80600","0","MRP_Missing"
"133119-GS_N","393400","2026-02","0","10000","-10000","0","MRP_Missing"
"133119-IS_D","300179","2026-04","0","19","-19","0","MRP_Missing"
"133119-IY_D","300179","2025-12","24000","0","24000",,"MRP_Extra"
"133119-IY_D","300179","2026-04","0","20","-20","0","MRP_Missing"
"133119-J9_TS","300179","2026-01","0","40000","-40000","0","MRP_Missing"
"133119-JE_D","300179","2026-04","0","21","-21","0","MRP_Missing"
"133119-KP_D","300179","2026-04","0","24","-24","0","MRP_Missing"
"133119-KP_M","393400","2025-12","0","192000","-192000","0","MRP_Missing"
"133119-KP_M","393400","2026-02","0","96000","-96000","0","MRP_Missing"
"133119-KP_M","393400","2026-03","0","192000","-192000","0","MRP_Missing"
"133119-KP_M","393400","2026-05","0","94600","-94600","0","MRP_Missing"
"133119-KP_M","393400","2026-06","0","69000","-69000","0","MRP_Missing"
"133119-KP_M","393400","2026-07","0","109400","-109400","0","MRP_Missing"
"133119-KP_M","393400","2026-08","0","91600","-91600","0","MRP_Missing"
"133119-KP_M","393400","2026-09","0","110000","-110000","0","MRP_Missing"
"133119-KP_M","393400","2026-10","0","48400","-48400","0","MRP_Missing"
"133119-OW_M","393400","2026-03","0","212000","-212000","0","MRP_Missing"
"133119-OW_M","393400","2026-05","0","34000","-34000","0","MRP_Missing"
"133119-OW_M","393400","2026-06","0","23600","-23600","0","MRP_Missing"
"133119-OW_M","393400","2026-07","0","36400","-36400","0","MRP_Missing"
"133119-OW_M","393400","2026-08","0","33600","-33600","0","MRP_Missing"
"133119-OW_M","393400","2026-09","0","32000","-32000","0","MRP_Missing"
"133119-OW_M","393400","2026-10","0","12000","-12000","0","MRP_Missing"
"133119-TY_D","300179","2026-04","0","22","-22","0","MRP_Missing"
"133119-Y5_D","300179","2026-04","0","23","-23","0","MRP_Missing"
"1336264-N_O","369391","2025-10","0","300000","-300000","0","MRP_Missing"
"1339927-N_O","369391","2025-12","0","100","-100","0","MRP_Missing"
"134289-20_NC","393400","2025-12","41937","60000","-18063","0.699","Short"
"134289-20_NC","393400","2026-01","375","0","375",,"MRP_Extra"
"134289-20_NC","393400","2026-02","4395","0","4395",,"MRP_Extra"
"134289-20_NC","393400","2026-03","10109","0","10109",,"MRP_Extra"
"134289-20_NC","393400","2026-04","20584","0","20584",,"MRP_Extra"
"1351240-N_O","369391","2025-12","0","4500","-4500","0","MRP_Missing"
"1356789-N_N","331567","2025-12","0","6000","-6000","0","MRP_Missing"
"1356789-N_N","331567","2026-02","0","6000","-6000","0","MRP_Missing"
"1356789-N_N","331567","2026-03","0","6000","-6000","0","MRP_Missing"
"1356789-N_N","331567","2026-04","487","0","487",,"MRP_Extra"
"1357853-N_N","331567","2025-12","0","22500","-22500","0","MRP_Missing"
"1357853-N_N","331567","2026-03","0","10000","-10000","0","MRP_Missing"
"1357853-N_N","331567","2026-04","2088","0","2088",,"MRP_Extra"
"1358850-15001U_L","302302","2026-03","0","60","-60","0","MRP_Missing"
"1358850-1500H7_L","302302","2025-12","100","350","-250","0.286","Short"
"1358850-1500H7_L","302302","2026-01","0","150","-150","0","MRP_Missing"
"1358850-1500H7_L","302302","2026-02","0","450","-450","0","MRP_Missing"
"1358850-1500H7_L","302302","2026-03","0","450","-450","0","MRP_Missing"
"1361640-1600N_N","322402","2026-02","0","50","-50","0","MRP_Missing"
"1361640-1600N_N","322402","2026-03","0","50","-50","0","MRP_Missing"
"1361640-1600N_O","322402","2025-10","0","550","-550","0","MRP_Missing"
"1361640-1600N_O","322402","2025-12","460","0","460",,"MRP_Extra"
"143378-2G_P","300179","2025-12","160200","0","160200",,"MRP_Extra"
"143378-2G_P","300179","2026-01","0","90000","-90000","0","MRP_Missing"
"143378-2G_P","300179","2026-02","0","90000","-90000","0","MRP_Missing"
"143378-2G_P","300179","2026-06","0","240300","-240300","0","MRP_Missing"
"143378-2G_P","300179","2026-07","0","80100","-80100","0","MRP_Missing"
"143378-2G_P","300179","2026-08","0","160200","-160200","0","MRP_Missing"
"143378-4G_P","300179","2026-07","0","31500","-31500","0","MRP_Missing"
"1442112-N_V","320907","2025-12","0","33000","-33000","0","MRP_Missing"
"1442112-N_V","320907","2026-01","0","33000","-33000","0","MRP_Missing"
"1442112-N_V","320907","2026-02","0","30000","-30000","0","MRP_Missing"
"1442112-N_V","320907","2026-03","0","60000","-60000","0","MRP_Missing"
"1442112-N_V","320907","2026-06","0","18000","-18000","0","MRP_Missing"
"1442112-N_V","320907","2026-07","0","9000","-9000","0","MRP_Missing"
"1442112-N_V","320907","2026-08","0","21000","-21000","0","MRP_Missing"
"1442112-N_V","320907","2026-09","0","18000","-18000","0","MRP_Missing"
"1442112-N_V","320907","2026-10","0","9000","-9000","0","MRP_Missing"
"1442112-N_V","320907","2026-11","0","3000","-3000","0","MRP_Missing"
"1442928-20_I","393440","2026-05","0","24000","-24000","0","MRP_Missing"
"1442928-20_I","393440","2026-08","0","36000","-36000","0","MRP_Missing"
"1451384","411665","2026-01","10000","10000","0","1","Covered_or_Over"
"1451384","411665","2026-02","10000","0","10000",,"MRP_Extra"
"148452-N_RHC","308202","2025-10","0","12870","-12870","0","MRP_Missing"
"1487261","314592","2025-12","0","8000","-8000","0","MRP_Missing"
"1487261","314592","2026-01","1711","0","1711",,"MRP_Extra"
"1487261","314592","2026-02","4094","7000","-2906","0.585","Short"
"1487261","314592","2026-03","8062","12000","-3938","0.672","Short"
"1487261","314592","2026-04","6302","3500","2802","1.801","Covered_or_Over"
"1487261","314592","2026-05","12753","12500","253","1.02","Covered_or_Over"
"1487261","314592","2026-07","0","13000","-13000","0","MRP_Missing"
"1487261","314592","2026-09","0","9000","-9000","0","MRP_Missing"
"1493889-N_C","320907","2025-12","0","15000","-15000","0","MRP_Missing"
"1493889-N_C","320907","2026-02","0","3000","-3000","0","MRP_Missing"
"1497128-N_O","369391","2025-10","0","500","-500","0","MRP_Missing"
"149735-N_L","320907","2025-12","0","8000","-8000","0","MRP_Missing"
"149735-N_L","320907","2026-02","0","8000","-8000","0","MRP_Missing"
"149735-N_L","320907","2026-03","0","12000","-12000","0","MRP_Missing"
"149779-20_WR","393440","2026-01","58","0","58",,"MRP_Extra"
"149779-20_WR","393440","2026-02","66","66","0","1","Covered_or_Over"
"149779-20_WR","393440","2026-03","188","188","0","1","Covered_or_Over"
"149779-20_WR","393440","2026-04","8","8","0","1","Covered_or_Over"
"149779-20_WR","393440","2026-05","50","50","0","1","Covered_or_Over"
"149779-20_WR","393440","2026-06","65","257","-192","0.253","Short"
"149779-20_WR","393440","2026-07","0","8","-8","0","MRP_Missing"
"149779-20_WR","393440","2026-09","0","4","-4","0","MRP_Missing"
"149779-20_WR","393440","2026-10","0","131","-131","0","MRP_Missing"
"149779-20_WR","393440","2026-11","0","73","-73","0","MRP_Missing"
"149779-86ZTQ_I","393400","2025-11","0","120000","-120000","0","MRP_Missing"
"149779-M5_WR","393440","2026-06","0","80000","-80000","0","MRP_Missing"
"149779-M5_WR","393440","2026-07","0","80000","-80000","0","MRP_Missing"
"149779-M5_WR","393440","2026-08","0","80000","-80000","0","MRP_Missing"
"149779-M5_WR","393440","2026-10","0","80000","-80000","0","MRP_Missing"
"149779-XW_WR","393440","2026-03","42224","40000","2224","1.056","Covered_or_Over"
"149779-XW_WR","393440","2026-04","54608","50000","4608","1.092","Covered_or_Over"
"149779-XW_WR","393440","2026-05","59234","60000","-766","0.987","Short"
"149779-XW_WR","393440","2026-06","17401","90000","-72599","0.193","Short"
"149779-XW_WR","393440","2026-07","0","40000","-40000","0","MRP_Missing"
"149779-XW_WR","393440","2026-08","0","70000","-70000","0","MRP_Missing"
"149779-XW_WR","393440","2026-09","0","50000","-50000","0","MRP_Missing"
"149779-XW_WR","393440","2026-10","0","30000","-30000","0","MRP_Missing"
"1504132-A35_K","364653","2026-02","0","50000","-50000","0","MRP_Missing"
"1504132-A56_K","364653","2026-02","0","50000","-50000","0","MRP_Missing"
"1504680-N_N","310099","2026-02","0","2500","-2500","0","MRP_Missing"
"1504680-N_O","310099","2025-12","0","550","-550","0","MRP_Missing"
"1504680-N_TR","310099","2025-12","1898","0","1898",,"MRP_Extra"
"1504680-N_TR","310099","2026-01","754","0","754",,"MRP_Extra"
"1504680-N_TR","310099","2026-02","780","1274","-494","0.612","Short"
"1504680-N_TR","310099","2026-03","1040","1274","-234","0.816","Short"
"1504680-N_TR","310099","2026-04","572","0","572",,"MRP_Extra"
"1504680-N_TR","310099","2026-05","910","1274","-364","0.714","Short"
"1504680-N_TR","310099","2026-06","234","0","234",,"MRP_Extra"
"1504680-N_TR","310099","2026-07","0","1274","-1274","0","MRP_Missing"
"1504680-N_TR","310099","2026-08","0","1274","-1274","0","MRP_Missing"
"1504680-N_TR","310099","2026-10","0","1274","-1274","0","MRP_Missing"
"1504680-N_TS","357177","2026-01","1228","2500","-1272","0.491","Short"
"1504680-N_TS","357177","2026-02","1609","1250","359","1.287","Covered_or_Over"
"1504680-N_TS","357177","2026-03","2028","1250","778","1.622","Covered_or_Over"
"1504680-N_TS","357177","2026-04","1684","2500","-816","0.674","Short"
"1504680-N_TS","357177","2026-05","1612","1250","362","1.29","Covered_or_Over"
"1504680-N_TS","357177","2026-06","529","1250","-721","0.423","Short"
"1504680-N_TS","357177","2026-07","0","1250","-1250","0","MRP_Missing"
"1504680-N_TS","357177","2026-08","0","2500","-2500","0","MRP_Missing"
"1504680-N_TS","357177","2026-09","0","2500","-2500","0","MRP_Missing"
"1504680-N_TS","357177","2026-10","0","2500","-2500","0","MRP_Missing"
"1504680-N_TS","357177","2026-11","0","1250","-1250","0","MRP_Missing"
"1504680-N_WR","340527","2026-01","991","2000","-1009","0.496","Short"
"1504680-N_WR","340527","2026-02","1776","2000","-224","0.888","Short"
"1504680-N_WR","340527","2026-03","1971","2000","-29","0.986","Short"
"1504680-N_WR","340527","2026-04","1708","2000","-292","0.854","Short"
"1504680-N_WR","340527","2026-05","1802","0","1802",,"MRP_Extra"
"1504680-N_WR","340527","2026-06","564","4000","-3436","0.141","Short"
"1504680-N_WR","340527","2026-07","0","2000","-2000","0","MRP_Missing"
"1504680-N_WR","340527","2026-08","0","2000","-2000","0","MRP_Missing"
"1504680-N_WR","340527","2026-10","0","2000","-2000","0","MRP_Missing"
"1504681-N_N","310099","2026-02","0","2500","-2500","0","MRP_Missing"
"1504681-N_O","310099","2025-12","0","500","-500","0","MRP_Missing"
"1504681-N_TR","310099","2026-05","1275","1275","0","1","Covered_or_Over"
"1523283-140050_N","322421","2025-12","447","0","447",,"MRP_Extra"
"1536880-N_N","331567","2025-12","0","3000","-3000","0","MRP_Missing"
"1557885-N_O","369391","2025-10","0","550","-550","0","MRP_Missing"
"1608621-N_O","369391","2025-12","0","500","-500","0","MRP_Missing"
"1699368-N_N","310099","2025-12","0","4950","-4950","0","MRP_Missing"
"1699368-N_O","310099","2025-12","0","500","-500","0","MRP_Missing"
"1699368-N_RH","310099","2025-10","0","2466","-2466","0","MRP_Missing"
"171367-1800N_N","408957","2025-12","414","550","-136","0.753","Short"
"171367-1800N_RS","408957","2026-01","0","80","-80","0","MRP_Missing"
"1737049","337797","2025-12","5213","0","5213",,"MRP_Extra"
"1737049","337797","2026-01","5213","0","5213",,"MRP_Extra"
"1737049","337797","2026-04","5213","0","5213",,"MRP_Extra"
"1737049","337797","2026-05","20852","16000","4852","1.303","Covered_or_Over"
"1737049","337797","2026-06","5213","16000","-10787","0.326","Short"
"1749138-NP_V","393440","2025-12","28000","28575","-575","0.98","Short"
"1749138-SG_V","393440","2025-12","24283","25320","-1037","0.959","Short"
"1764816-N_V","320907","2025-12","0","9000","-9000","0","MRP_Missing"
"1764816-N_V","320907","2026-01","0","19500","-19500","0","MRP_Missing"
"1764816-N_V","320907","2026-02","0","19500","-19500","0","MRP_Missing"
"1764816-N_V","320907","2026-03","0","30000","-30000","0","MRP_Missing"
"1782983-N_O","369391","2025-12","0","500","-500","0","MRP_Missing"
"1785120-N_C","320907","2025-12","0","32000","-32000","0","MRP_Missing"
"1785120-N_C","320907","2026-02","0","8000","-8000","0","MRP_Missing"
"1807651-1800N_RH","409321","2025-10","0","100","-100","0","MRP_Missing"
"1810953-N_I","338441","2026-07","0","2000","-2000","0","MRP_Missing"
"1810953-N_I","338441","2026-09","0","2000","-2000","0","MRP_Missing"
"1810953-N_M","338441","2025-12","0","10000","-10000","0","MRP_Missing"
"1810953-N_M","338441","2026-01","0","5000","-5000","0","MRP_Missing"
"1810953-N_M","338441","2026-05","0","7400","-7400","0","MRP_Missing"
"1810953-N_M","338441","2026-06","0","5000","-5000","0","MRP_Missing"
"1810953-N_M","338441","2026-07","0","8600","-8600","0","MRP_Missing"
"1810953-N_M","338441","2026-08","0","7000","-7000","0","MRP_Missing"
"1810953-N_M","338441","2026-09","0","8400","-8400","0","MRP_Missing"
"1810953-N_M","338441","2026-10","0","3600","-3600","0","MRP_Missing"
"1810953-N_N","338441","2025-12","0","4000","-4000","0","MRP_Missing"
"1810953-N_N","338441","2026-02","539","2000","-1461","0.27","Short"
"1810953-N_N","338441","2026-03","2630","2000","630","1.315","Covered_or_Over"
"1810953-N_N","338441","2026-04","3701","0","3701",,"MRP_Extra"
"1810953-N_RS","338441","2026-01","0","1200","-1200","0","MRP_Missing"
"1810953-N_V","338441","2025-12","10000","20000","-10000","0.5","Short"
"1810953-N_V","338441","2026-02","0","20000","-20000","0","MRP_Missing"
"1810953-N_V","338441","2026-06","0","10000","-10000","0","MRP_Missing"
"1810953-N_V","338441","2026-09","0","10000","-10000","0","MRP_Missing"
"1814451-N_O","369391","2025-12","0","550","-550","0","MRP_Missing"
"1821753-N_WR","320907","2026-03","1596","2000","-404","0.798","Short"
"1821753-N_WR","320907","2026-04","1500","2000","-500","0.75","Short"
"1821753-N_WR","320907","2026-05","1512","2000","-488","0.756","Short"
"1821753-N_WR","320907","2026-06","408","2000","-1592","0.204","Short"
"1821753-N_WR","320907","2026-07","0","2000","-2000","0","MRP_Missing"
"1821753-N_WR","320907","2026-09","0","2000","-2000","0","MRP_Missing"
