"ItemNumber","Supplier","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status"
"2526121-89-36","353538","2026-04","51698","46700","4998","1.107","Covered_or_Over"
"2526121-89-36","353538","2026-05","61936","39300","22636","1.576","Covered_or_Over"
"2526121-89-36","353538","2026-06","12375","26600","-14225","0.465","Short"
"2526121-89-36","353538","2026-07","0","26000","-26000","0","MRP_Missing"
"2526121-89-36","353538","2026-08","0","45600","-45600","0","MRP_Missing"
"2526121-89-36","353538","2026-09","0","20600","-20600","0","MRP_Missing"
"2526121-89-36","353538","2026-10","0","3000","-3000","0","MRP_Missing"
"2574350","338441","2025-12","0","150000","-150000","0","MRP_Missing"
"2574350","338441","2026-01","50000","0","50000",,"MRP_Extra"
"2574350","338441","2026-02","70000","0","70000",,"MRP_Extra"
"2574350","338441","2026-03","90000","0","90000",,"MRP_Extra"
"2574350","338441","2026-04","80000","0","80000",,"MRP_Extra"
"2574350","338441","2026-05","90000","0","90000",,"MRP_Extra"
"2574350","338441","2026-06","0","260000","-260000","0","MRP_Missing"
"2574350","338441","2026-07","0","40000","-40000","0","MRP_Missing"
"2574350","338441","2026-08","0","310000","-310000","0","MRP_Missing"
"2574350","338441","2026-09","0","120000","-120000","0","MRP_Missing"
"2577698","2848","2025-12","32940","46440","-13500","0.709","Short"
"2577698","2848","2026-01","31140","34560","-3420","0.901","Short"
"2577698","2848","2026-02","41580","44280","-2700","0.939","Short"
"2577698","2848","2026-03","53100","57240","-4140","0.928","Short"
"2577698","2848","2026-04","29340","43200","-13860","0.679","Short"
"2577698","2848","2026-05","37080","38790","-1710","0.956","Short"
"2577698","2848","2026-06","7290","29610","-22320","0.246","Short"
"2577698","2848","2026-07","0","15570","-15570","0","MRP_Missing"
"2577698","2848","2026-08","0","23400","-23400","0","MRP_Missing"
"2577698","2848","2026-09","0","31230","-31230","0","MRP_Missing"
"2577698","2848","2026-10","0","28080","-28080","0","MRP_Missing"
"2577698","2848","2026-11","0","6210","-6210","0","MRP_Missing"
"2577701","355399","2025-12","30024","34688","-4664","0.866","Short"
"2577701","355399","2026-01","30024","29808","216","1.007","Covered_or_Over"
"2577701","355399","2026-02","50040","38880","11160","1.287","Covered_or_Over"
"2577701","355399","2026-03","50040","32400","17640","1.544","Covered_or_Over"
"2577701","355399","2026-04","30024","19440","10584","1.544","Covered_or_Over"
"2577701","355399","2026-05","40032","0","40032",,"MRP_Extra"
"2577701","355399","2026-06","0","20016","-20016","0","MRP_Missing"
"2577701","355399","2026-07","0","20016","-20016","0","MRP_Missing"
"2577701","355399","2026-08","0","40032","-40032","0","MRP_Missing"
"2577701","355399","2026-09","0","30024","-30024","0","MRP_Missing"
"2577701","355399","2026-10","0","10008","-10008","0","MRP_Missing"
"2577710-BLON","355399","2025-11","0","960","-960","0","MRP_Missing"
"2577710-BLON","355399","2025-12","5760","6720","-960","0.857","Short"
"2577710-BLON","355399","2026-01","2880","5760","-2880","0.5","Short"
"2577710-BLON","355399","2026-02","5760","6720","-960","0.857","Short"
"2577710-BLON","355399","2026-03","5760","4800","960","1.2","Covered_or_Over"
"2577710-BLON","355399","2026-04","2880","2880","0","1","Covered_or_Over"
"2577710-BLON","355399","2026-05","2880","2880","0","1","Covered_or_Over"
"2577710-BLON","355399","2026-07","0","2880","-2880","0","MRP_Missing"
"2577710-BLON","355399","2026-08","0","2880","-2880","0","MRP_Missing"
"2577710-BLON","355399","2026-09","0","2880","-2880","0","MRP_Missing"
"2577710-BLON","355399","2026-10","0","2880","-2880","0","MRP_Missing"
"2577710-CHAC","355399","2025-12","24417","38040","-13623","0.642","Short"
"2577710-CHAC","355399","2026-01","24417","28800","-4383","0.848","Short"
"2577710-CHAC","355399","2026-02","40695","33600","7095","1.211","Covered_or_Over"
"2577710-CHAC","355399","2026-03","40695","24000","16695","1.696","Covered_or_Over"
"2577710-CHAC","355399","2026-04","32556","14400","18156","2.261","Covered_or_Over"
"2577710-CHAC","355399","2026-05","32556","16278","16278","2","Covered_or_Over"
"2577710-CHAC","355399","2026-06","8139","16278","-8139","0.5","Short"
"2577710-CHAC","355399","2026-07","0","16278","-16278","0","MRP_Missing"
"2577710-CHAC","355399","2026-08","0","32556","-32556","0","MRP_Missing"
"2577710-CHAC","355399","2026-09","0","32556","-32556","0","MRP_Missing"
"2577710-CHAC","355399","2026-10","0","8139","-8139","0","MRP_Missing"
"2577711-BLON","355399","2025-12","4500","2520","1980","1.786","Covered_or_Over"
"2577711-BLON","355399","2026-01","1500","2016","-516","0.744","Short"
"2577711-BLON","355399","2026-02","3000","2016","984","1.488","Covered_or_Over"
"2577711-BLON","355399","2026-03","3000","2520","480","1.19","Covered_or_Over"
"2577711-BLON","355399","2026-04","1500","1512","-12","0.992","Short"
"2577711-BLON","355399","2026-05","1500","0","1500",,"MRP_Extra"
"2577711-BLON","355399","2026-06","0","1500","-1500","0","MRP_Missing"
"2577711-BLON","355399","2026-08","0","3000","-3000","0","MRP_Missing"
"2577711-BLON","355399","2026-09","0","1500","-1500","0","MRP_Missing"
"2577711-CHAC","355399","2025-11","0","2736","-2736","0","MRP_Missing"
"2577711-CHAC","355399","2025-12","24192","20160","4032","1.2","Covered_or_Over"
"2577711-CHAC","355399","2026-01","12096","15120","-3024","0.8","Short"
"2577711-CHAC","355399","2026-02","20160","18648","1512","1.081","Covered_or_Over"
"2577711-CHAC","355399","2026-03","20160","22680","-2520","0.889","Short"
"2577711-CHAC","355399","2026-04","16128","13608","2520","1.185","Covered_or_Over"
"2577711-CHAC","355399","2026-05","16128","8064","8064","2","Covered_or_Over"
"2577711-CHAC","355399","2026-06","4032","8064","-4032","0.5","Short"
"2577711-CHAC","355399","2026-07","0","8064","-8064","0","MRP_Missing"
"2577711-CHAC","355399","2026-08","0","20160","-20160","0","MRP_Missing"
"2577711-CHAC","355399","2026-09","0","12096","-12096","0","MRP_Missing"
"2577711-CHAC","355399","2026-10","0","4032","-4032","0","MRP_Missing"
"2577711-CHAC","355399","2026-11","0","4032","-4032","0","MRP_Missing"
"2577731","355399","2025-12","29718","31478","-1760","0.944","Short"
"2577731","355399","2026-01","29718","29808","-90","0.997","Short"
"2577731","355399","2026-02","39624","38880","744","1.019","Covered_or_Over"
"2577731","355399","2026-03","49530","47952","1578","1.033","Covered_or_Over"
"2577731","355399","2026-04","29718","34992","-5274","0.849","Short"
"2577731","355399","2026-05","39624","0","39624",,"MRP_Extra"
"2577731","355399","2026-06","9906","19812","-9906","0.5","Short"
"2577731","355399","2026-07","0","19812","-19812","0","MRP_Missing"
"2577731","355399","2026-08","0","39624","-39624","0","MRP_Missing"
"2577731","355399","2026-09","0","19812","-19812","0","MRP_Missing"
"2577731","355399","2026-10","0","19812","-19812","0","MRP_Missing"
"2577738","368067","2025-12","161914","80000","81914","2.024","Covered_or_Over"
"2577738","368067","2026-01","80957","80000","957","1.012","Covered_or_Over"
"2577738","368067","2026-02","80957","80000","957","1.012","Covered_or_Over"
"2577738","368067","2026-03","80957","80000","957","1.012","Covered_or_Over"
"2577738","368067","2026-04","80957","0","80957",,"MRP_Extra"
"2577738","368067","2026-05","80957","0","80957",,"MRP_Extra"
"2577738","368067","2026-07","0","80957","-80957","0","MRP_Missing"
"2577738","368067","2026-08","0","80957","-80957","0","MRP_Missing"
"2577738","368067","2026-09","0","80957","-80957","0","MRP_Missing"
"2579523-CHAC","","2026-01","2","0","2",,"MRP_Extra"
"2611035-63","341170","2025-12","2194","0","2194",,"MRP_Extra"
"2613191-N_N","369391","2026-02","0","8000","-8000","0","MRP_Missing"
"2613191-N_N","369391","2026-03","0","8000","-8000","0","MRP_Missing"
"2617145-N_O","320907","2026-02","0","3000","-3000","0","MRP_Missing"
"2629711-20_I","393440","2026-05","0","385000","-385000","0","MRP_Missing"
"2629711-20_I","393440","2026-06","0","350000","-350000","0","MRP_Missing"
"2629711-20_I","393440","2026-07","0","315000","-315000","0","MRP_Missing"
"2629711-20_I","393440","2026-08","0","420000","-420000","0","MRP_Missing"
"2629711-20_I","393440","2026-09","0","140000","-140000","0","MRP_Missing"
"2629711-20_L","393440","2026-03","0","105000","-105000","0","MRP_Missing"
"2629711-YE_I","393440","2026-02","0","343000","-343000","0","MRP_Missing"
"2629711-YE_I","393440","2026-05","0","70000","-70000","0","MRP_Missing"
"2629711-YE_I","393440","2026-06","0","70000","-70000","0","MRP_Missing"
"2629711-YE_I","393440","2026-07","0","70000","-70000","0","MRP_Missing"
"2629711-YE_I","393440","2026-08","0","105000","-105000","0","MRP_Missing"
"2629711-YE_I","393440","2026-09","0","35000","-35000","0","MRP_Missing"
"2636396-BLON","2674","2025-12","1995","0","1995",,"MRP_Extra"
"2636396-BLON","2674","2026-01","2100","0","2100",,"MRP_Extra"
"2636396-BLON","2674","2026-02","2310","0","2310",,"MRP_Extra"
"2636396-BLON","2674","2026-03","3360","0","3360",,"MRP_Extra"
"2636396-BLON","2674","2026-04","1155","0","1155",,"MRP_Extra"
"2636396-BLON","2674","2026-05","1680","0","1680",,"MRP_Extra"
"2636396-BLON","2674","2026-06","357","0","357",,"MRP_Extra"
"2636396-CHAC","2674","2025-12","3885","0","3885",,"MRP_Extra"
"2636396-CHAC","2674","2026-01","4410","0","4410",,"MRP_Extra"
"2636396-CHAC","2674","2026-02","5985","0","5985",,"MRP_Extra"
"2636396-CHAC","2674","2026-03","6825","0","6825",,"MRP_Extra"
"2636396-CHAC","2674","2026-04","4515","0","4515",,"MRP_Extra"
"2636396-CHAC","2674","2026-05","4935","0","4935",,"MRP_Extra"
"2636396-CHAC","2674","2026-06","777","0","777",,"MRP_Extra"
"2636721-48","341170","2025-12","11220","9854","1366","1.139","Covered_or_Over"
"2636721-48","341170","2026-01","8976","8940","36","1.004","Covered_or_Over"
"2636721-48","341170","2026-02","12342","11920","422","1.035","Covered_or_Over"
"2636721-48","341170","2026-03","13464","13240","224","1.017","Covered_or_Over"
"2636721-48","341170","2026-04","8976","10560","-1584","0.85","Short"
"2636721-48","341170","2026-05","10098","9768","330","1.034","Covered_or_Over"
"2636721-48","341170","2026-06","1122","6732","-5610","0.167","Short"
"2636721-48","341170","2026-07","0","3366","-3366","0","MRP_Missing"
"2636721-48","341170","2026-08","0","7854","-7854","0","MRP_Missing"
"2636721-48","341170","2026-09","0","6732","-6732","0","MRP_Missing"
"2636721-48","341170","2026-10","0","5610","-5610","0","MRP_Missing"
"2636721-48","341170","2026-11","0","2244","-2244","0","MRP_Missing"
"2636721-63","341170","2025-12","4956","3630","1326","1.365","Covered_or_Over"
"2636721-63","341170","2026-01","4956","3960","996","1.252","Covered_or_Over"
"2636721-63","341170","2026-02","4130","3960","170","1.043","Covered_or_Over"
"2636721-63","341170","2026-03","6608","6600","8","1.001","Covered_or_Over"
"2636721-63","341170","2026-04","2478","5280","-2802","0.469","Short"
"2636721-63","341170","2026-05","3304","4292","-988","0.77","Short"
"2636721-63","341170","2026-06","826","4130","-3304","0.2","Short"
"2636721-63","341170","2026-07","0","826","-826","0","MRP_Missing"
"2636721-63","341170","2026-08","0","2478","-2478","0","MRP_Missing"
"2636721-63","341170","2026-09","0","4130","-4130","0","MRP_Missing"
"2636721-63","341170","2026-10","0","1652","-1652","0","MRP_Missing"
"2636721-63","341170","2026-11","0","826","-826","0","MRP_Missing"
"2636721-HL","341170","2025-12","1198","0","1198",,"MRP_Extra"
"2645060-N_M","320907","2026-03","0","10000","-10000","0","MRP_Missing"
"2645060-N_M","320907","2026-05","0","20000","-20000","0","MRP_Missing"
"2645060-N_M","320907","2026-06","0","10000","-10000","0","MRP_Missing"
"2645060-N_M","320907","2026-07","0","20000","-20000","0","MRP_Missing"
"2645060-N_M","320907","2026-09","0","10000","-10000","0","MRP_Missing"
"2688450","2848","2025-12","102","0","102",,"MRP_Extra"
"2690823","394112","2025-12","374","0","374",,"MRP_Extra"
"2690835","394112","2025-12","762","0","762",,"MRP_Extra"
"2690843","2848","2025-12","408","0","408",,"MRP_Extra"
"2703678-N_I","366654","2025-12","90000","90000","0","1","Covered_or_Over"
"2703678-N_I","366654","2026-01","0","45000","-45000","0","MRP_Missing"
"2703678-N_I","366654","2026-02","0","90000","-90000","0","MRP_Missing"
"2703678-N_I","366654","2026-07","0","135000","-135000","0","MRP_Missing"
"2703678-N_M","407418","2026-03","0","560400","-560400","0","MRP_Missing"
"2703678-N_M","407418","2026-05","0","130600","-130600","0","MRP_Missing"
"2703678-N_M","407418","2026-06","0","97400","-97400","0","MRP_Missing"
"2703678-N_M","407418","2026-07","0","150600","-150600","0","MRP_Missing"
"2703678-N_M","407418","2026-08","0","126400","-126400","0","MRP_Missing"
"2703678-N_M","407418","2026-09","0","149600","-149600","0","MRP_Missing"
"2703678-N_M","407418","2026-10","0","64400","-64400","0","MRP_Missing"
"2703678-N_O","366654","2026-02","0","90000","-90000","0","MRP_Missing"
"2703678-N_V","366654","2025-12","0","90000","-90000","0","MRP_Missing"
"2703678-N_V","366654","2026-02","0","90000","-90000","0","MRP_Missing"
"2703678-N_V","366654","2026-04","45000","0","45000",,"MRP_Extra"
"2703678-N_V","366654","2026-06","0","45000","-45000","0","MRP_Missing"
"2703678-N_V","366654","2026-07","0","45000","-45000","0","MRP_Missing"
"2703678-N_V","366654","2026-08","0","90000","-90000","0","MRP_Missing"
"2703678-N_V","366654","2026-09","0","90000","-90000","0","MRP_Missing"
"2774970","2848","2025-12","4480","0","4480",,"MRP_Extra"
"278362-N_WR","340527","2026-05","84","1000","-916","0.084","Short"
"278362-N_WR","340527","2026-06","42","0","42",,"MRP_Extra"
"282732-150020_WR","306180","2026-01","120","200","-80","0.6","Short"
"282732-150020_WR","306180","2026-02","137","200","-63","0.685","Short"
"282732-150020_WR","306180","2026-03","150","0","150",,"MRP_Extra"
"282732-150020_WR","306180","2026-04","132","200","-68","0.66","Short"
"282732-150020_WR","306180","2026-05","139","200","-61","0.695","Short"
"282732-150020_WR","306180","2026-06","46","200","-154","0.23","Short"
"282732-150020_WR","306180","2026-08","0","200","-200","0","MRP_Missing"
"282732-150020_WR","306180","2026-09","0","200","-200","0","MRP_Missing"
"282732-1500B62_P","300854","2025-12","163","60","103","2.717","Covered_or_Over"
"282732-1500B62_P","300854","2026-01","0","60","-60","0","MRP_Missing"
"282732-1500B62_P","300854","2026-02","0","60","-60","0","MRP_Missing"
"282732-1500B62_P","300854","2026-03","0","60","-60","0","MRP_Missing"
"282732-1500B62_P","300854","2026-06","0","125","-125","0","MRP_Missing"
"282732-1500B62_P","300854","2026-07","0","125","-125","0","MRP_Missing"
"282732-1500B62_P","300854","2026-08","0","125","-125","0","MRP_Missing"
"282732-170020_TR","300854","2026-01","90","135","-45","0.667","Short"
"282732-170020_TR","300854","2026-02","135","90","45","1.5","Covered_or_Over"
"282732-170020_TR","300854","2026-03","135","135","0","1","Covered_or_Over"
"282732-170020_TR","300854","2026-04","90","90","0","1","Covered_or_Over"
"282732-170020_TR","300854","2026-05","90","135","-45","0.667","Short"
"282732-170020_TR","300854","2026-06","45","45","0","1","Covered_or_Over"
"282732-170020_TR","300854","2026-07","0","90","-90","0","MRP_Missing"
"282732-170020_TR","300854","2026-08","0","90","-90","0","MRP_Missing"
"282732-170020_TR","300854","2026-09","0","180","-180","0","MRP_Missing"
"282732-170020_TR","300854","2026-10","0","90","-90","0","MRP_Missing"
"287817-N_L","320907","2025-12","0","5000","-5000","0","MRP_Missing"
"287817-N_L","320907","2026-03","0","5000","-5000","0","MRP_Missing"
"2931826","2848","2025-12","8400","18792","-10392","0.447","Short"
"2931826","2848","2026-01","12300","12960","-660","0.949","Short"
"2931826","2848","2026-02","15500","15120","380","1.025","Covered_or_Over"
"2931826","2848","2026-03","19600","16200","3400","1.21","Covered_or_Over"
"2931826","2848","2026-04","11900","12960","-1060","0.918","Short"
"2931826","2848","2026-05","11400","6480","4920","1.759","Covered_or_Over"
"2931826","2848","2026-06","2200","0","2200",,"MRP_Extra"
"2931841","394112","2025-12","1959","12672","-10713","0.155","Short"
"2931841","394112","2026-01","12407","16368","-3961","0.758","Short"
"2931841","394112","2026-02","15019","16104","-1085","0.933","Short"
"2931841","394112","2026-03","19590","20592","-1002","0.951","Short"
"2931841","394112","2026-04","12407","16896","-4489","0.734","Short"
"2931841","394112","2026-05","11101","15284","-4183","0.726","Short"
"2931841","394112","2026-06","1959","7836","-5877","0.25","Short"
"2931841","394112","2026-07","0","5224","-5224","0","MRP_Missing"
"2931841","394112","2026-08","0","7836","-7836","0","MRP_Missing"
"2931841","394112","2026-09","0","10448","-10448","0","MRP_Missing"
"2931841","394112","2026-10","0","4571","-4571","0","MRP_Missing"
"2931841","394112","2026-11","0","653","-653","0","MRP_Missing"
"2931859","323679","2025-12","5750","0","5750",,"MRP_Extra"
"2931872","2848","2025-12","240","0","240",,"MRP_Extra"
"2931888","394112","2025-12","3840","0","3840",,"MRP_Extra"
"2931891","394112","2025-12","8064","0","8064",,"MRP_Extra"
"2931902","394112","2025-12","7680","0","7680",,"MRP_Extra"
"2931905","418184","2025-12","28940","0","28940",,"MRP_Extra"
"2931916","394112","2025-12","5000","0","5000",,"MRP_Extra"
"2931961-CHAC","394112","2026-01","4741","0","4741",,"MRP_Extra"
"2933878","363586","2025-12","13527","20480","-6953","0.66","Short"
"2933878","363586","2026-01","13527","12800","727","1.057","Covered_or_Over"
"2933878","363586","2026-02","13527","25600","-12073","0.528","Short"
"2933878","363586","2026-03","13527","12800","727","1.057","Covered_or_Over"
"2933878","363586","2026-04","13527","12800","727","1.057","Covered_or_Over"
"2933878","363586","2026-05","13527","0","13527",,"MRP_Extra"
"2933878","363586","2026-06","0","13527","-13527","0","MRP_Missing"
"2933878","363586","2026-08","0","13527","-13527","0","MRP_Missing"
"2933878","363586","2026-09","0","13527","-13527","0","MRP_Missing"
"2933880","354340","2025-12","29295","32000","-2705","0.915","Short"
"2933880","354340","2026-01","29295","0","29295",,"MRP_Extra"
"2933880","354340","2026-02","29295","32000","-2705","0.915","Short"
"2933880","354340","2026-03","29295","0","29295",,"MRP_Extra"
"2933880","354340","2026-04","29295","0","29295",,"MRP_Extra"
"2933880","354340","2026-05","29295","0","29295",,"MRP_Extra"
"2933880","354340","2026-07","0","29295","-29295","0","MRP_Missing"
"2933880","354340","2026-08","0","29295","-29295","0","MRP_Missing"
"2933882","394112","2025-12","4956","12600","-7644","0.393","Short"
"2933882","394112","2026-01","14868","18000","-3132","0.826","Short"
"2933882","394112","2026-02","14868","7200","7668","2.065","Covered_or_Over"
"2933882","394112","2026-03","19824","9000","10824","2.203","Covered_or_Over"
"2933882","394112","2026-04","9912","7200","2712","1.377","Covered_or_Over"
"2933882","394112","2026-05","9912","8556","1356","1.158","Covered_or_Over"
"2933882","394112","2026-06","4956","9912","-4956","0.5","Short"
"2933882","394112","2026-07","0","4956","-4956","0","MRP_Missing"
"2933882","394112","2026-08","0","4956","-4956","0","MRP_Missing"
"2933882","394112","2026-09","0","14868","-14868","0","MRP_Missing"
"2933882","394112","2026-10","0","4956","-4956","0","MRP_Missing"
"2933883","394112","2025-12","9796","10800","-1004","0.907","Short"
"2933883","394112","2026-01","9796","18000","-8204","0.544","Short"
"2933883","394112","2026-02","14694","7200","7494","2.041","Covered_or_Over"
"2933883","394112","2026-03","19592","9000","10592","2.177","Covered_or_Over"
"2933883","394112","2026-04","14694","7200","7494","2.041","Covered_or_Over"
"2933883","394112","2026-05","9796","6698","3098","1.463","Covered_or_Over"
"2933883","394112","2026-06","4898","9796","-4898","0.5","Short"
"2933883","394112","2026-07","0","4898","-4898","0","MRP_Missing"
"2933883","394112","2026-08","0","4898","-4898","0","MRP_Missing"
"2933883","394112","2026-09","0","9796","-9796","0","MRP_Missing"
"2933883","394112","2026-10","0","9796","-9796","0","MRP_Missing"
"2933887","363586","2025-12","29284","38400","-9116","0.763","Short"
"2933887","363586","2026-01","29284","0","29284",,"MRP_Extra"
"2933887","363586","2026-02","29284","64000","-34716","0.458","Short"
"2933887","363586","2026-03","29284","25600","3684","1.144","Covered_or_Over"
"2933887","363586","2026-04","29284","25600","3684","1.144","Covered_or_Over"
"2933887","363586","2026-05","29284","0","29284",,"MRP_Extra"
"2933887","363586","2026-08","0","29284","-29284","0","MRP_Missing"
"2933887","363586","2026-09","0","29284","-29284","0","MRP_Missing"
"2933888","394112","2025-12","27066","24000","3066","1.128","Covered_or_Over"
"2933888","394112","2026-01","18044","27000","-8956","0.668","Short"
"2933888","394112","2026-02","36088","24000","12088","1.504","Covered_or_Over"
"2933888","394112","2026-03","36088","30000","6088","1.203","Covered_or_Over"
"2933888","394112","2026-04","27066","12000","15066","2.256","Covered_or_Over"
"2933888","394112","2026-05","18044","9022","9022","2","Covered_or_Over"
"2933888","394112","2026-06","9022","18044","-9022","0.5","Short"
"2933888","394112","2026-07","0","9022","-9022","0","MRP_Missing"
"2933888","394112","2026-08","0","18044","-18044","0","MRP_Missing"
"2933888","394112","2026-09","0","18044","-18044","0","MRP_Missing"
"2933888","394112","2026-10","0","9022","-9022","0","MRP_Missing"
"2933889","394112","2025-12","25468","30000","-4532","0.849","Short"
"2933889","394112","2026-01","25468","25000","468","1.019","Covered_or_Over"
"2933889","394112","2026-02","38202","20000","18202","1.91","Covered_or_Over"
"2933889","394112","2026-03","38202","25000","13202","1.528","Covered_or_Over"
"2933889","394112","2026-04","25468","10000","15468","2.547","Covered_or_Over"
"2933889","394112","2026-05","25468","12734","12734","2","Covered_or_Over"
"2933889","394112","2026-06","0","12734","-12734","0","MRP_Missing"
"2933889","394112","2026-07","0","12734","-12734","0","MRP_Missing"
"2933889","394112","2026-08","0","12734","-12734","0","MRP_Missing"
"2933889","394112","2026-09","0","12734","-12734","0","MRP_Missing"
"2933889","394112","2026-10","0","12734","-12734","0","MRP_Missing"
"2943142-2Q","314538","2025-10","0","100","-100","0","MRP_Missing"
"2943142-48","314538","2025-10","0","100","-100","0","MRP_Missing"
"2943142-63","314538","2025-10","0","100","-100","0","MRP_Missing"
"2943142-G3","314538","2025-10","0","100","-100","0","MRP_Missing"
"2943142-HL","314538","2025-10","0","100","-100","0","MRP_Missing"
"2993124-N_N","331567","2025-12","0","4500","-4500","0","MRP_Missing"
"2993124-N_N","331567","2026-04","2796","0","2796",,"MRP_Extra"
"3058588-N_N","306180","2025-12","1582","13500","-11918","0.117","Short"
"3058588-N_N","306180","2026-01","906","0","906",,"MRP_Extra"
"3058588-N_N","306180","2026-02","3612","13500","-9888","0.268","Short"
"3058588-N_N","306180","2026-03","7186","0","7186",,"MRP_Extra"
"3058588-N_N","306180","2026-04","8806","0","8806",,"MRP_Extra"
"3069972-2Q","314538","2025-10","0","120","-120","0","MRP_Missing"
"3078744-1600N_WR","309493","2026-01","58","70","-12","0.829","Short"
"3078744-1600N_WR","309493","2026-02","48","70","-22","0.686","Short"
"3078744-1600N_WR","309493","2026-03","52","70","-18","0.743","Short"
"3078744-1600N_WR","309493","2026-04","51","0","51",,"MRP_Extra"
"3078744-1600N_WR","309493","2026-05","44","70","-26","0.629","Short"
"3078744-1600N_WR","309493","2026-06","23","70","-47","0.329","Short"
"3078744-1600N_WR","309493","2026-07","0","70","-70","0","MRP_Missing"
"3078744-1600N_WR","309493","2026-08","0","70","-70","0","MRP_Missing"
"3078744-1600N_WR","309493","2026-09","0","70","-70","0","MRP_Missing"
"3078744-1600N_WR","309493","2026-11","0","70","-70","0","MRP_Missing"
"3080500","394112","2025-12","3120","14040","-10920","0.222","Short"
"3080500","394112","2026-01","12480","12480","0","1","Covered_or_Over"
"3080500","394112","2026-02","15600","12480","3120","1.25","Covered_or_Over"
"3080500","394112","2026-03","20280","15600","4680","1.3","Covered_or_Over"
"3080500","394112","2026-04","10920","6240","4680","1.75","Covered_or_Over"
"3080500","394112","2026-05","12480","3120","9360","4","Covered_or_Over"
"3080500","394112","2026-06","1560","7800","-6240","0.2","Short"
"3080500","394112","2026-07","0","6240","-6240","0","MRP_Missing"
"3080500","394112","2026-08","0","7800","-7800","0","MRP_Missing"
"3080500","394112","2026-09","0","10920","-10920","0","MRP_Missing"
"3080500","394112","2026-10","0","4680","-4680","0","MRP_Missing"
"3080500","394112","2026-11","0","1560","-1560","0","MRP_Missing"
"3080524","363586","2025-12","15009","21760","-6751","0.69","Short"
"3080524","363586","2026-01","15009","13600","1409","1.104","Covered_or_Over"
"3080524","363586","2026-02","15009","29920","-14911","0.502","Short"
"3080524","363586","2026-03","15009","13600","1409","1.104","Covered_or_Over"
"3080524","363586","2026-04","15009","13600","1409","1.104","Covered_or_Over"
"3080524","363586","2026-06","15009","0","15009",,"MRP_Extra"
"3080524","363586","2026-07","0","15009","-15009","0","MRP_Missing"
"3080524","363586","2026-09","0","15009","-15009","0","MRP_Missing"
"3084552-N_N","331567","2025-12","0","6000","-6000","0","MRP_Missing"
"3094375-48","314538","2025-10","0","100","-100","0","MRP_Missing"
"3109448-N_N","331567","2025-12","0","14850","-14850","0","MRP_Missing"
"3109470-N_O","369391","2025-12","0","100","-100","0","MRP_Missing"
"3109474-N_N","331567","2025-12","0","6000","-6000","0","MRP_Missing"
"3109474-N_N","331567","2026-02","0","6000","-6000","0","MRP_Missing"
"3109474-N_N","331567","2026-03","0","6000","-6000","0","MRP_Missing"
"3109474-N_O","369391","2025-10","0","500","-500","0","MRP_Missing"
"3109474-N_WR","320907","2026-06","0","1000","-1000","0","MRP_Missing"
"3109752-N_N","331567","2026-01","0","3000","-3000","0","MRP_Missing"
"3109752-N_N","331567","2026-02","0","3000","-3000","0","MRP_Missing"
"3109752-N_N","331567","2026-03","3506","0","3506",,"MRP_Extra"
"3109752-N_N","331567","2026-04","4579","0","4579",,"MRP_Extra"
"3109752-N_O","369391","2025-12","0","500","-500","0","MRP_Missing"
"3109753-N_N","320907","2025-12","0","10000","-10000","0","MRP_Missing"
"3109753-N_N","320907","2026-02","0","20000","-20000","0","MRP_Missing"
"3109753-N_N","320907","2026-03","2606","0","2606",,"MRP_Extra"
"3109753-N_N","320907","2026-04","8439","0","8439",,"MRP_Extra"
"3111830-N_M","320907","2026-02","0","5000","-5000","0","MRP_Missing"
"3111830-N_M","320907","2026-03","0","5000","-5000","0","MRP_Missing"
"3111830-N_M","320907","2026-05","0","10000","-10000","0","MRP_Missing"
"3111830-N_M","320907","2026-06","0","5000","-5000","0","MRP_Missing"
"3111830-N_M","320907","2026-07","0","10000","-10000","0","MRP_Missing"
"3111830-N_M","320907","2026-09","0","5000","-5000","0","MRP_Missing"
"3119792-1600N_WR","300468","2026-04","38","1000","-962","0.038","Short"
"3119792-1600N_WR","300468","2026-05","74","0","74",,"MRP_Extra"
"3119792-1600N_WR","300468","2026-06","29","0","29",,"MRP_Extra"
"3124259-MARO","2798","2026-05","11","0","11",,"MRP_Extra"
"3157171-48","341170","2025-12","571","0","571",,"MRP_Extra"
"317094-O4_V","393440","2025-12","0","300000","-300000","0","MRP_Missing"
"317094-O4_V","393440","2026-01","0","600000","-600000","0","MRP_Missing"
"317094-O4_V","393440","2026-02","0","600000","-600000","0","MRP_Missing"
"317094-O4_V","393440","2026-03","0","600000","-600000","0","MRP_Missing"
"317094-O4_V","393440","2026-05","0","216223","-216223","0","MRP_Missing"
"317094-O4_V","393440","2026-06","0","479451","-479451","0","MRP_Missing"
"317094-O4_V","393440","2026-07","0","338436","-338436","0","MRP_Missing"
"317094-O4_V","393440","2026-08","0","723877","-723877","0","MRP_Missing"
"317094-O4_V","393440","2026-09","0","855491","-855491","0","MRP_Missing"
"317094-O4_V","393440","2026-10","0","949501","-949501","0","MRP_Missing"
"317094-O4_V","393440","2026-11","0","56406","-56406","0","MRP_Missing"
"317094-P2_V","393440","2025-12","0","200000","-200000","0","MRP_Missing"
"317094-P2_V","393440","2026-01","0","400000","-400000","0","MRP_Missing"
